,City,Date,Latitude,Longitude,patient_count,EVENT_ID,County,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,Impact,distance_km,day_of_week,patient_dow_norm
768,Carbondale,2024-08-27,38.8186156,-95.6891498,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5894777674750347
769,Carbondale,2025-08-27,38.8186156,-95.6891498,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.21706065740173724
770,Carbondale,2023-08-28,38.8186156,-95.6891498,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.6685509117281762
771,Carbondale,2024-08-28,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.4556124690016666
772,Carbondale,2025-08-28,38.8186156,-95.6891498,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.48468314519434735
773,Carbondale,2022-08-29,38.8186156,-95.6891498,98,1043579.0,FORD,SPEARVILLE,2022-08-29,1529.0,Tornado, ,EF0,0.0,0.0,0.0,0.0,KS,CST-6, ,171930.0,C,57.0,DDC,0.0,0.0,Storm Chaser, ,1.72,30.0,2.44,WNW,3.05,NNW,SPEARVILLE,2022-08-29,1535.0,37.8666,-99.7894,37.8891,-99.776,A weak landspout was videotaped by a local storm chaser.,A weak landspout tornado was video tapped by a storm chaser as late afternoon thunderstorms developed in a high cape and low shear environment.  There were also several wet downbursts observed across the area.,63.0,2.0,372.8910029575648,0,1.6963796547119083
774,Carbondale,2023-08-29,38.8186156,-95.6891498,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05104611746818165
775,Carbondale,2024-08-29,38.8186156,-95.6891498,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.08628828721262988
776,Carbondale,2025-08-29,38.8186156,-95.6891498,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.014178224600747713
777,Carbondale,2022-08-30,38.8186156,-95.6891498,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2818025388996901
778,Carbondale,2023-08-30,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.05802611633511767
779,Carbondale,2024-08-30,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.6628320000849637
780,Carbondale,2022-08-31,38.8186156,-95.6891498,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6576293184646703
781,Carbondale,2023-08-31,38.8186156,-95.6891498,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.07306965598005713
782,Carbondale,2024-08-31,38.8186156,-95.6891498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.44946657497549486
783,Carbondale,2022-09-01,38.8186156,-95.6891498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.4050041735980039
784,Carbondale,2023-09-01,38.8186156,-95.6891498,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.879049925246369
785,Carbondale,2022-09-02,38.8186156,-95.6891498,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.5997763424510534
786,Carbondale,2025-09-02,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5125589603311985
787,Carbondale,2024-09-03,38.8186156,-95.6891498,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.20488373175585392
788,Carbondale,2025-09-03,38.8186156,-95.6891498,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.3760951984683568
789,Carbondale,2024-09-04,38.8186156,-95.6891498,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.532319294331078
790,Carbondale,2025-09-04,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.15274862757640062
791,Carbondale,2023-09-05,38.8186156,-95.6891498,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5894777674750347
792,Carbondale,2024-09-05,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.31210657076908765
793,Carbondale,2025-09-05,38.8186156,-95.6891498,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.20203970056065762
794,Carbondale,2022-09-06,38.8186156,-95.6891498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.5643043396825075
795,Carbondale,2023-09-06,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.05802611633511767
796,Carbondale,2024-09-06,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.6628320000849637
797,Carbondale,2025-09-06,38.8186156,-95.6891498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.44946657497549486
798,Carbondale,2022-09-07,38.8186156,-95.6891498,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.6146470100682861
799,Carbondale,2023-09-07,38.8186156,-95.6891498,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.07306965598005713
800,Carbondale,2022-09-08,38.8186156,-95.6891498,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.48468314519434735
801,Carbondale,2023-09-08,38.8186156,-95.6891498,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0952678504077744
802,Carbondale,2025-09-08,38.8186156,-95.6891498,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3449907596032886
803,Carbondale,2022-09-09,38.8186156,-95.6891498,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.44661407492355837
804,Carbondale,2024-09-09,38.8186156,-95.6891498,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0206852071575985
805,Carbondale,2025-09-09,38.8186156,-95.6891498,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17971030396332677
806,Carbondale,2024-09-10,38.8186156,-95.6891498,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.9740162960640852
807,Carbondale,2025-09-10,38.8186156,-95.6891498,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.694164280601596
808,Carbondale,2023-09-11,38.8186156,-95.6891498,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513914371491866
809,Carbondale,2024-09-11,38.8186156,-95.6891498,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.5351297395349763
810,Carbondale,2025-09-11,38.8186156,-95.6891498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.4050041735980039
811,Carbondale,2022-09-12,38.8186156,-95.6891498,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.442994236879042
812,Carbondale,2023-09-12,38.8186156,-95.6891498,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.5124479460709384
813,Carbondale,2024-09-12,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.8698593719434922
814,Carbondale,2025-09-12,38.8186156,-95.6891498,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.3461849840015945
815,Carbondale,2022-09-13,38.8186156,-95.6891498,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8202341889065431
816,Carbondale,2023-09-13,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.05802611633511767
817,Carbondale,2024-09-13,38.8186156,-95.6891498,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.3745414332030899
818,Carbondale,2022-09-14,38.8186156,-95.6891498,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.3732847532644583
819,Carbondale,2023-09-14,38.8186156,-95.6891498,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.5643621167906909
820,Carbondale,2022-09-15,38.8186156,-95.6891498,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.23242759917274414
821,Carbondale,2023-09-15,38.8186156,-95.6891498,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.2741123422811261
822,Carbondale,2025-09-15,38.8186156,-95.6891498,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.2462418820067325
823,Carbondale,2022-09-16,38.8186156,-95.6891498,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.2741123422811261
824,Carbondale,2024-09-16,38.8186156,-95.6891498,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3449907596032886
825,Carbondale,2025-09-16,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5125589603311985
826,Carbondale,2024-09-17,38.8186156,-95.6891498,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2048282246257238
827,Carbondale,2025-09-17,38.8186156,-95.6891498,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.9327160922015253
828,Carbondale,2023-09-18,38.8186156,-95.6891498,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2605289536589999
829,Carbondale,2024-09-18,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.10100842473150189
830,Carbondale,2025-09-18,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.5511434855581181
831,Carbondale,2022-09-19,38.8186156,-95.6891498,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.2740706249904648
832,Carbondale,2023-09-19,38.8186156,-95.6891498,67,1163742.0,RUSH,NEKOMA,2023-09-19,1752.0,Tornado, ,EF0,0.0,0.0,0.0,0.0,KS,CST-6, ,189226.0,C,165.0,DDC,0.0,0.0,Social Media, ,1.67,25.0,2.0,ESE,3.48,E,NEKOMA,2023-09-19,1753.0,38.4589,-99.3959,38.4647,-99.3659,A highly visible Landspout tornado moved slowly northwest from 552 to 558 pm. Numerous pictures of this event were shared on social media. This Landspout flipped a section of center pivot just south of Highway 96.,A highly visible landspout tornado moved slowly northwest from 552 to 558 pm. Numerous pictures of this event were shared on social media. This landspout flipped a section of center pivot just south of Highway 96.,106.0,2.0,324.3986219273871,1,0.20488373175585392
833,Carbondale,2024-09-19,38.8186156,-95.6891498,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.3917855423654311
834,Carbondale,2025-09-19,38.8186156,-95.6891498,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5907593583644952
835,Carbondale,2022-09-20,38.8186156,-95.6891498,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1.6411676396962134
836,Carbondale,2023-09-20,38.8186156,-95.6891498,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8961811300645997
837,Carbondale,2024-09-20,38.8186156,-95.6891498,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.7349046418054321
838,Carbondale,2022-09-21,38.8186156,-95.6891498,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.134732941664529
839,Carbondale,2023-09-21,38.8186156,-95.6891498,60,1140221.0,NORTON,REAGER,2023-09-21,1936.0,Tornado, ,EFU,0.0,0.0,0.0,0.0,KS,CST-6, ,185498.0,C,137.0,GLD,0.0,0.0,Storm Chaser, ,4.58,200.0,6.44,NNE,5.18,NW,NORTON MUNI ARPT,2023-09-21,1953.0,39.9179,-100.0596,39.894,-99.979,"Received a photo of a tornado 7 miles northwest of Norton, KS.  The tornado began northwest of the Road W9 and Road G intersection, traveled southeast ending east of Road W5 between Roads H and I.  No damage was reported.","In the early afternoon hours on the 21st, a boundary began firing severe thunderstorms over southwest Nebraska and northwest Kansas. These storms generally moved to the north-northeast as the boundary moved east. In Kansas, these storms caused wind gusts near 75 mph, 2.75 inch diameter hail, and a tornado.",107.0,1.0,395.03094406170214,3,-0.16596725880897337
840,Carbondale,2022-09-22,38.8186156,-95.6891498,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.6308224571544616
841,Carbondale,2023-09-22,38.8186156,-95.6891498,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.12996705884018916
842,Carbondale,2025-09-22,38.8186156,-95.6891498,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.09160534177042243
843,Carbondale,2022-09-23,38.8186156,-95.6891498,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.5997763424510534
844,Carbondale,2024-09-23,38.8186156,-95.6891498,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5983761774361548
845,Carbondale,2025-09-23,38.8186156,-95.6891498,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2048282246257238
846,Carbondale,2024-09-24,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6663965746188708
847,Carbondale,2025-09-24,38.8186156,-95.6891498,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.18052569526481166
848,Carbondale,2023-09-25,38.8186156,-95.6891498,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16178007606244377
849,Carbondale,2024-09-25,38.8186156,-95.6891498,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.7736815511349057
850,Carbondale,2025-09-25,38.8186156,-95.6891498,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.4276121731178966
851,Carbondale,2022-09-26,38.8186156,-95.6891498,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.2597835533381974
852,Carbondale,2023-09-26,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5125589603311985
853,Carbondale,2024-09-26,38.8186156,-95.6891498,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.4276121731178966
854,Carbondale,2025-09-26,38.8186156,-95.6891498,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.1673404921282429
855,Carbondale,2022-09-27,38.8186156,-95.6891498,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.33354791825099905
856,Carbondale,2023-09-27,38.8186156,-95.6891498,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.7708711059310074
857,Carbondale,2024-09-27,38.8186156,-95.6891498,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.9948387594858105
858,Carbondale,2022-09-28,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.296577927935047
859,Carbondale,2023-09-28,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.31210657076908765
860,Carbondale,2022-09-29,38.8186156,-95.6891498,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.6308224571544616
861,Carbondale,2023-09-29,38.8186156,-95.6891498,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-1.2110566846472157
862,Carbondale,2025-09-29,38.8186156,-95.6891498,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.6963796547119083
863,Carbondale,2022-09-30,38.8186156,-95.6891498,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.7065481926039366
864,Carbondale,2024-09-30,38.8186156,-95.6891498,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.851761595269021
865,Carbondale,2025-09-30,38.8186156,-95.6891498,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.743315381762707
866,Carbondale,2024-10-01,38.8186156,-95.6891498,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0509906103380515
867,Carbondale,2025-10-01,38.8186156,-95.6891498,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0552156711312193
868,Carbondale,2023-10-02,38.8186156,-95.6891498,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2605289536589999
869,Carbondale,2024-10-02,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2600429657981215
870,Carbondale,2025-10-02,38.8186156,-95.6891498,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.347933201521553
871,Carbondale,2022-10-03,38.8186156,-95.6891498,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.8374745236167536
872,Carbondale,2023-10-03,38.8186156,-95.6891498,75,1143701.0,NORTON,NORTON MUNI ARPT,2023-10-03,1525.0,Tornado, ,EF1,0.0,0.0,50000.0,0.0,KS,CST-6, ,186258.0,C,137.0,GLD,0.0,0.0,NWS Storm Survey, ,0.08,30.0,9.6,N,9.66,N,NORTON MUNI ARPT,2023-10-03,1526.0,39.9875,-99.9263,39.9885,-99.9255,"NWS Storm Survey concluded that a brief EF-1 Tornado occurred in norther Norton County. Estimated winds were 95-105 mph along with a path width of 30 yards and path length of 0.08 miles. Tornado started at 425 CDT and ended at 426pm CDT. Damage to a large building, and other outbuildings at a residence were noted.","During the afternoon hours, multiple waves of thunderstorms moved across Northwest Kansas. These storms generally moved as lines producing thunderstorm wind gusts up to 75 mph with damage in Norton and Decatur counties. Large hail was also produced, ranging from pea to large apple in size across Sherman, Logan, Decatur, and Norton counties. The largest hail fell near the city of Norton at the Keith Sebelius Reservoir. A brief EF-1 tornado also occurred in northern Norton County causing damage to several buildings at a residential property.",108.0,3.0,386.5134021712217,1,0.8202341889065431
873,Carbondale,2024-10-03,38.8186156,-95.6891498,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.7901804003471486
874,Carbondale,2025-10-03,38.8186156,-95.6891498,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.41825762572206293
875,Carbondale,2022-10-04,38.8186156,-95.6891498,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.10279149681949064
876,Carbondale,2023-10-04,38.8186156,-95.6891498,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.021491154198192107
877,Carbondale,2024-10-04,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.6628320000849637
878,Carbondale,2022-10-05,38.8186156,-95.6891498,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6576293184646703
879,Carbondale,2023-10-05,38.8186156,-95.6891498,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.48468314519434735
880,Carbondale,2022-10-06,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.31210657076908765
881,Carbondale,2023-10-06,38.8186156,-95.6891498,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.12996705884018916
882,Carbondale,2025-10-06,38.8186156,-95.6891498,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2605289536589999
883,Carbondale,2022-10-07,38.8186156,-95.6891498,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.08625086632121616
884,Carbondale,2024-10-07,38.8186156,-95.6891498,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.07731827011815504
885,Carbondale,2025-10-07,38.8186156,-95.6891498,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4355846460572321
886,Carbondale,2024-10-08,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6663965746188708
887,Carbondale,2025-10-08,38.8186156,-95.6891498,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2600429657981215
888,Carbondale,2023-10-09,38.8186156,-95.6891498,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.682092583059641
889,Carbondale,2024-10-09,38.8186156,-95.6891498,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.18052569526481166
890,Carbondale,2025-10-09,38.8186156,-95.6891498,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2682542299252095
891,Carbondale,2022-10-10,38.8186156,-95.6891498,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.344245359282486
892,Carbondale,2023-10-10,38.8186156,-95.6891498,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1.871924061127722
893,Carbondale,2024-10-10,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.15274862757640062
894,Carbondale,2025-10-10,38.8186156,-95.6891498,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.44661407492355837
895,Carbondale,2022-10-11,38.8186156,-95.6891498,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2.1795992897030665
896,Carbondale,2023-10-11,38.8186156,-95.6891498,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5781120479313606
897,Carbondale,2024-10-11,38.8186156,-95.6891498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.1583235080416846
898,Carbondale,2022-10-12,38.8186156,-95.6891498,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7371465889979801
899,Carbondale,2023-10-12,38.8186156,-95.6891498,89,1140301.0,MITCHELL,BELOIT ARPT,2023-10-12,1439.0,Tornado, ,EFU,0.0,0.0,0.0,0.0,KS,CST-6, ,185779.0,C,123.0,GID,0.0,0.0,NWS Storm Survey, ,0.01,20.0,2.71,W,2.71,W,BELOIT ARPT,2023-10-12,1439.0,39.4776,-98.1799,39.4776,-98.1799,This tornado was reported by the public to the NWS via pictures and video. No rating nor wind speed was assigned due to the lack of quality damage indicators in the area. The location is estimated.,"Southerly upper level winds moved across Kansas and brought in a thick layer of low-level stratus clouds during the early morning hours. These clouds limited surface heating during the day; however, cooler air aloft moved over the area during midday. These conditions resulted in more instability. This instability combined with a low-pressure system, forcing from a strong 500 mb jet, and strong low-level wind shear. There was locally enhanced 0 ��� 1 km helicity near a surface low. There was an intersection of a surface warm front with a dryline and cold front near the center of the surface low. The cold front moved across the area during the overnight hours. These conditions resulted in severe weather during the afternoon hours. Storms developed across northern Kansas during the early afternoon hours. One storm moved across north central Kansas and produced a very brief tornado near the town of Beloit at 3:39 PM CDT. This tornado was rated as an EF-0.",109.0,1.0,226.93170598963397,3,2.1447229174849882
900,Carbondale,2025-10-12,38.8186156,-95.6891498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0
901,Carbondale,2022-10-13,38.8186156,-95.6891498,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0292173151361792
902,Carbondale,2023-10-13,38.8186156,-95.6891498,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.8069772835259006
903,Carbondale,2025-10-13,38.8186156,-95.6891498,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16178007606244377
904,Carbondale,2022-10-14,38.8186156,-95.6891498,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.7439216258919903
905,Carbondale,2024-10-14,38.8186156,-95.6891498,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513914371491866
906,Carbondale,2025-10-14,38.8186156,-95.6891498,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.02587268967565449
907,Carbondale,2024-10-15,38.8186156,-95.6891498,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1279094174818876
908,Carbondale,2025-10-15,38.8186156,-95.6891498,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.05802611633511767
909,Carbondale,2023-10-16,38.8186156,-95.6891498,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3449907596032886
